danny|1327401809|37.775011290418|-122.39381636393
unclejoey|1327414182|37.777335807234|-122.39812024905
danny|1327414313|37.775153651565|-122.39379203712
danny|1327417929|37.77722919346|-122.39504424121
danny|1327418162|37.77782682643|-122.39609775099
danny|1327418725|37.77695245908|-122.39847741481
danny|1327418888|37.777275617413|-122.39820578075
unclejoey|1327421691|37.777370447721|-122.39824032188
unclejoey|1327427840|37.778022543624|-122.39696575387
unclejoey|1327427928|37.777629197734|-122.39563696945
unclejoey|1327428493|37.775811196207|-122.39356722238
danny|1327428557|37.77723932161|-122.39818298999
unclejoey|1327429418|37.777764401592|-122.39600604389
unclejoey|1327430121|37.777372247259|-122.3981163202
danny|1327432186|37.777588252992|-122.39775244015
danny|1327432642|37.777452620021|-122.39824764719
danny|1327436674|37.777107993859|-122.398363737
unclejoey|1327437628|37.777253789662|-122.3981738187
danny|1327437809|37.77739856004|-122.39812164508
danny|1327437951|37.777226096421|-122.39849350564
danny|1327438529|37.777460900268|-122.39809107917
danny|1327439082|37.777199099525|-122.39832768722
danny|1327440215|37.777695948199|-122.39780256705
danny|1327440781|37.777207149883|-122.3975532505
danny|1327441353|37.777247130507|-122.39815833998
danny|1327441606|37.777586011039|-122.39747387849
danny|1327441693|37.77800049934|-122.39665809409
danny|1327441939|37.776759224063|-122.39482349387
danny|1327442282|37.776098756905|-122.39473511693
danny|1327442358|37.775150981491|-122.39479363615
danny|1327442447|37.774978049557|-122.394180135
danny|1327443705|37.776197849671|-122.39400294335
danny|1327443767|37.776564618892|-122.39453952938
danny|1327443860|37.776667677061|-122.39499221805
danny|1327444002|37.778466218419|-122.39675511549
danny|1327444379|37.777299409655|-122.39832384069
unclejoey|1327444660|37.77758544063|-122.39732520221
unclejoey|1327445222|37.777347915962|-122.39759873574
unclejoey|1327445283|37.777318067278|-122.39806935556
danny|1327445522|37.777469550757|-122.3979483403
unclejoey|1327446664|37.777034914428|-122.39862587108
unclejoey|1327446833|37.777570033989|-122.39819106744
unclejoey|1327449808|37.778733198704|-122.39682254489
unclejoey|1327450338|37.778312494655|-122.39700107378
unclejoey|1327450370|37.778894020253|-122.39701490992
unclejoey|1327451505|37.778452844752|-122.39668844605
unclejoey|1327452066|37.777354960459|-122.39819401574
danny|1327452794|37.777461126302|-122.39821811148
danny|1327453720|37.777070411564|-122.39799800085
unclejoey|1327453748|37.777589356012|-122.39890326634
unclejoey|1327454088|37.779569300611|-122.4025049626
unclejoey|1327454386|37.790880394429|-122.38996613812
unclejoey|1327454687|37.795511426748|-122.39723078708
danny|1327454892|37.777384501769|-122.39806554432
unclejoey|1327455323|37.800010196521|-122.39815980705
danny|1327455396|37.775860202933|-122.39342024506
dj|1327455405|38.915217178801|-77.046507328509
unclejoey|1327455623|37.805813612006|-122.41227884236
unclejoey|1327455927|37.8010438658|-122.43635613239
danny|1327455972|37.774910474643|-122.39387600638
unclejoey|1327456485|37.801383281988|-122.4373637986
unclejoey|1327457044|37.804201470016|-122.44542214136
unclejoey|1327457604|37.80440679354|-122.44573632446
danny|1327460952|37.775009608|-122.3937831964
unclejoey|1327461968|37.804947934753|-122.44513089621
unclejoey|1327462137|37.804344946717|-122.44558408997
dj|1327462687|38.911345133476|-77.048627651511
unclejoey|1327463036|37.80468867741|-122.44565266637
unclejoey|1327464057|37.804281423641|-122.44549929503
danny|1327464231|37.7754994504|-122.39428343
danny|1327464521|37.775247739096|-122.39400700648
unclejoey|1327464544|37.80451464238|-122.44495367189
